ID;NAME;PRICE;RESTAURANT_ID
416;Specialty Sandwiches: #4  Roasted Chicken:  Goat Cheese, Basil & Roasted Red Onions with a Rosemary Herb Dressing on Seeded Italian ... 6.25;20,3;65
417;Cinnamon Sticky Buns ...2.25;16,7;65
418;Brundlmayer: Austria, Pinot Noir, Pinot Blanc;23,1;65
419;Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini;20,1;65
420;Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley);20,1;66
421;Joes Blackened Grilled Potatoes;16,9;66
422;Specialty Sandwiches: #7  Smoked Breast of Turkey:  Jarlsberg Cheese, Crisp Romaine, Plum Tomato & Caesar Dressing on Tuscan Ciabatta Bread ... 6.25;20,1;66
423;Pacific Sea Bass Asian Style with angel hair pasta, clams, black bean sauce;18,5;66
424;GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI;9,7;66
425;ORANGE BEEF;18,2;67
426;Main Courses with House Salad (balsamic vinaigrette, sesame tamari, honey bleu cheese or ranch dressing) add $1.00;8,2;67
427;Brie;8,5;67
428;2005 CLARET Napa Valley Newton;16,9;67
429;Crispy Chicken Wings w. Garlic Sauce, w. Pork Fried Rice;12,4;67
430;Watermelon;15,5;67
431;Espresso*;14,6;67
432;Beef w. Broccoli;10,1;67
433;Chicken w. Broccoli in Garlic Sauce;11,2;67
434;CÃƒÂ´te de bÃ…Â“uf with haricot verts and Balthazar onion rings - for two;10,2;68
435;Roquefort Dressing;10,1;68
436;CABERNET OF EGER 93, Lauder/Lang Vineyards;9,6;68
437;Gewurztraminer, Cote de Rouffach, Mure, 1998 (Alsace);11;68
438;Subgum Shrimp Chow Mein;8,9;68
439;CONSOMME, HOT;11,2;68
440;Upside Down Tuna Tarte - with fennel, Japanese cucumber and aÃƒÂ¯oli;12,9;68
441;Specialty Sandwiches: #11  Grilled Vegetables:  Zucchini, Eggplant, Slow Roasted Tomato, Tarragon Dressing on French Baguette ... 5.75;11,4;68
442;Crispy red corn relleno filled with Isacs roasted duck and black bean mole, jalapeno - mango salsa and crÃƒÂ¨me fraiche.  Eight Fifty;19,8;69
443;THE ORIGINAL ILONA TORTE;19,7;69
444;Plain Lobster Sauce;23,5;69
445;Cabernet Sauvignon, Seven Oaks, J. Lohr;20,8;69
446;Pork w. Broccoli;16,6;69
447;Fresh Shrimp Fried Rice;29,8;69
448;tempura of shrimp and japanese vegetables;19,1;69
449;Pomerol, Chateau Lagrance 94;23,9;70
450;Gavi di Gavi Barrique, La Guardia;27,9;70
451;Chianti Classico Riserva, Villa Antonori 1995 (Tuscany);20,6;70
452;Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice;20,3;70
453;Fried Chicken Nuggets (12) w. Chicken Fried Rice;20,4;70
454;Lobster Bisque;22,1;70
455;Barbera DAsti, Camp Du Rouss, Coppo, 1997. (Piedmont);19,4;71
456;Roast Pork w. Broccoli;24,7;71
457;Pork w. String Beans;18,3;71
458;Egg mayo;15,3;71
459;Margherita Pizza - tomato, mozzarella & basil;25,2;71
460;Terrine de canard;17,7;71
461;Home made Ice Cream;23;72
462;VEAL CHOP red peppers & rosemary potatoes;29,7;72
463;GRILLED ATLANTIC SALMON grilled summer vegetables;29,6;72
464;Steak au Poivre with pommes frites and spinach;24,3;72
465;Plain Broccoli;28,8;72
466;Roast Monkfish with Porcini & Parsley;27,7;73
467;Calvados Busnel Hors dAge;21,8;73
468;112- Veuve Cliquot Brut N/V;27;73
469;Insalata Tre colori ENDIVE, ARUGOLA & RADICCHIO;18,3;73
470;Ribeye with fries;26,9;74
471;Mussels Au Gratin. With garlic;30,3;74
472;Roast Pork w. Mixed Veg;29,2;74
473;Merlot, Madame Costeau;18,4;74
474;Vouvray, Domaine Bourillon Dorleans, 1999. (Loire Valley);16,3;74
475;Banana Pie. Banana with Non-Dairy Yogurt/Shredded Almond;19,7;74
476;Joes Sizzling Chicken Fajitas;28,6;74
477;Ribeye Steak Frites - Redeye potatoes, and string beans;25,9;74
478;Henry Varnay: Saumur, Chenin Blanc;17,7;74
479;Ravioli Di Carne Aurora FILLED WITH MEAT SAUCE, RICOTTA CHEESE & TOMATO SAUCE;25,9;75
480;Burger;21,8;75
481;Daurade tartare, extra virgin olive oil;19,7;75
482;Sangiovese, Il Merlotto, Il Vescovino. 1994 (Tuscany);26,6;75
483;Moo Shu Pork w. 4 Pancakes;29,2;76
484;White Wine by the Bottle: Chardonnay Winemakers Reserve, Lindemans, Padthaway, Australia 1997;18,4;76
485;Barbueced Spare Ribs;26,9;76
486;Sides;19,5;76
487;Strawberry Italian Soda;29,3;76
488;Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth;23,9;76
489;Hazelnut Italian Soda;27,5;76
490;Sauvignon Blanc, Honig, 1999 (Napa Valley);31,9;77
491;Domaine St. Michelle, Brut NV;20;77
492;Fried Vegetable Dumplings (8);31,5;77
493;Crab Roll. Maine Crab Salad in a warm buttery New England Bun...with Fries;21,2;77
494;Roasted Beets;22,8;77
495;VEAL CHOP PARMIGIANA (house specialty);17,4;77
496;Salad;25,9;78
497;Spicy Shandong Baked Bluefish. With Sugar Snap peas and Jasmine Rice;18,5;78
498;Byron, Pinot Noir, Santa Maria Valley, USA 1997;22,5;78
499;Lobster Roll. Fresh Lobster Meat from a stemed 1-1.25 lb. Lobster...cold, creamy Lobster Salad in a toasted Bun...with French Fries;26;78
500;PINOT GRIS, CHALK HILL 95;18,4;78
501;Smoked Salmon & Pastrami SalmonÃ¢Â„Â¢ with Blini, Quail Eggs & Horseradish CrÃƒÂ¨me FraÃƒÂ®che;22,8;78
502;Mahi Mahi;19,6;78
503;Moo Shu Chicken w. 4 Pancakes;26,3;78
504;Hunan Beef;30,1;78
505;Spring Water ... 1.50/2.50;15,5;79
506;Consomme, Cold;20,2;79
507;Roast Pork w. Mixed Vegetables;10,8;79
508;Duchess potatoes;13,2;79
509;Quady Essensia 95;15;79
510;Rosso Del Conte, Regaleali 92;12,5;79
511;CABERNET SAUVIGNON, ALTAMURA 94;17,7;79
512;Chicken Finger;20,2;79
513;Lobster and Ravioli;15,3;80
514;mesclun salad with sesame leaf and watercress;17,8;80
515;Capellini Primavera ANGEL HAIR WITH MIX VEGETABLES;18,6;80
516;Pork w. Mixed Veg;23,4;80
517;Salade NiÃƒÂ§oise with fresh seared tuna ;26,2;80
518;Insalata Di Gamberi e Avocado SHRIMP WITH AVOCADO, LEMON, HERBS & DRESSING;18,3;80
519;Kenwood 96 Sauvignon Blanc (Sonoma);19,1;80
520;After 10 pm- American Cheese Burger bacon, crispy onions & fries;19,2;81
521;Ravioli Di Carne Aurora FILLED WITH MEAT SAUCE, RICOTTA CHEESE & TOMATO SAUCE;17,1;81
522;Chardonnay, Markham;17,4;81
523;Calamari. Regular or Spicy;20,1;81
524;CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96;21,5;81
525;Chardonnay, Hess Select, 1999, (California);14,8;81
526;Groth, Chardonnay, Napa Valley, USA 1998, bottle;15,7;81
527;Chicken w. Garlic Sauce;14,6;82
528;China Black Iced Tea;19,7;82
529;Sandeman Don Fino Dry Sherry;13,3;82
530;Beef w. Chinese Vegetable;18,4;82
531;Banoffee;20,7;82
532;Cabernet Sauvignon, Rabbit Ridge;15,7;82
533;Shellfish Platter;17,3;82
534;Grilled Brook Trout over a warm spinach, walnut and lentil salad ;14,4;82
535;Fried Scallops (10) w. Plain Fried Rice;16,2;82
536;Fried Chicken Wings (4) w. French Fries;20,5;83
537;Semillon, Barrel Fermented, Signorello, 1997 (Napa Valley);21;83
538;Merlot,  Casa Julia;20,4;83
539;Chicken w. Garlic Sauce;21,1;83
540;Cosentino 1995, Carneros;33,4;83
541;Baked Idaho Potato;19,6;83
542;Chicken Piccata;24,8;83
543;Clay Pot Roasted Baby Chicken, carrots, zucchini, peppers & roasted potatoes;30,6;84
544;KRUG, GRANDE CUVEE, BRUT CHAMPAGNE NV;23,4;84
545;Steamed Dumpling (8);31,7;84
546;Steamed Vegetables;20,1;84
547;Broccoli Rabe;19,2;85
548;La Chiripada 97 Reserve Riesling (NM);13,4;85
549;OMaras Irish Country Cream Latte;24,6;85
550;Pork w. Broccoli;16,8;85
551;Chateauneuf du Pape La Nerthe, 1995;15,2;85
552;Lobster Chow Mein;21,5;85
553;Fresh Seasonal Succotash;16;85
554;Rob Roy;24;85
555;Beefsteak Tomato and Mozzarella;25,1;86
556;CABERNET SAUVIGNON, Rutherford, Beaulieu;20,1;86
557;Chicken Noodle Soup;29,1;86
558;Graves;20,3;86
559;Chalk Hill Chardonnay, 1995, Chalk Hill;28,8;86
560;Assorted Smoked Salmon & Shrimp;28,6;86
561;Torres 95 Sangre de Toro Crianza (Spain);22,2;87
562;Haddock Loin;29,7;87
563;Scheurebe, Forster Ungeheuer Spatlese, E. Muller, 1997 (Pfalz);27,6;87
564;Plateaux de Fruits de Mer;22,2;87
565;Costilla Di Cerdo GRILLED PORK CHOP;14;88
566;Pan fried john dory filets on Isreali cous cous with fresh organic black berries and champagne butter sauce.  Twenty Six;15,8;88
567;spiced tuna tartare and tuna sashimi roll;10,5;88
568;Fried Chicken Nuggets (12);13,3;88
569;Seafood Linguini - lobster, salmon, shrimp, clams, snapper, mahi mahi;11,6;88
570;RIESLING, DOMAINE PAUL BLANCK 96;10,6;88
571;Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey;22,6;89
572;Jalapeno Smoked Salmon ;16,7;89
573;Moo Shu Vegetable w. 4 Pancakes;22,5;89
574;Scallop w. Broccoli;24,4;89
575;tataki of tuna with fennel and gingered ponzu;24,2;89
576;Gavi di Gavi Barrique, La Guardia;24,4;89
577;Homemade Iced Tea  or Lemonade ... 1.65/1.95;24,9;90
578;Gewurztraminer Fieldstone 1996, Sonoma;21,6;90
579;Bar-B-Q Spare Rib Tips;22,4;90
580;Spinach Wonton Soup;18,9;90
581;Byron, Pinot Noir, Santa Maria Valley, USA 1997;30,1;90
582;Orangina ... 1.50;30,2;90
583;Wraps: W8  Roast Beef, Vermont Cheddar, Watercress, SautÃƒÂ©ed Onions with a Ginger Sesame Dressing ... 6.25;18,3;90
584;Steamed Vegetable Dumplings (8);30;90
585;Fresh dungeness crab cake with honey brown onion compote red pepper garlic mayonaise and balsamic reduction.  Twelve;18,7;90
586;Quady Essensia 95;33,2;91
587;NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing;21;91
588;Duck Shepherds Pie;25,9;91
589;Banana Pie. Banana with Non-Dairy Yogurt/Shredded Almond;18,3;91
590;Fish & Chips. Regular or Spicy;28,6;91
591;Chardonnay, Glass Mountain;29,1;91
592;Caramelized Sweetbread Tartlette with Black Truffles & Onions;23;91
593;Moulin-a-Vent Cuvee Vielles Vignes, Domaine Diochon, Beaujolais, France 1999, bottle;25,2;91
594;RIGATONI eggplant, portobellini mushrooms, tomato & ricotta sarda;31;91
595;Pan Fried Scallops with Anchovy, Capers & Lemon;9,2;92
596;Cotes du Rhone, Rasteau, J. Bressy, 1998 (Rhone);13,3;92
597;Kung Po Shrimp;14,6;92
598;Spare Rib Tips;11;92
599;SHEPHERDS PIE CROQUETTES Minced Vegetables Surrounded by Mashed Potatoes in a croquette (Basil Moo Shu Roll, Pickled Cabbage);20,1;92
600;Filet Mignon  ;8,9;92
601;LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE;13,4;92
602;Fried Shrimp (15) w. Chicken Fried Rice;18,7;92
603;Cappuccino;30,1;93
604;Scallop & Chicken Sliced chicken & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!;24,7;93
605;HARVEST DELIGHT SALAD Medley of Eggplant, Sweet Peppers, String Beans, Carrots and Cashews Marinated in a Vinaigrette Dressing (Basil Moo Shu Roll, Brown Rice);23,5;93
606;Penne A la Vodka PENNE IN PINK SAUCE FLAMED WITH VODKA;30,2;93
607;Wraps: W7  Chicken Caesar Wrap, Grilled Chicken, Shaved Romano Cheese, Hearts of Romaine and Caesar Dressing ... 6.25;22,4;93
608;Zinfandel, Clos Du Bois;28,9;93
609;Chenin Blanc, Pine Ridge, 1999 (Napa Valley);28,2;93
610;ORANGE BEEF;20,4;93
611;Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four;15,3;93
612;Pinot Grigio Kettemeir, Italy, 1996;25;94
613;Fried Chicken Wings (4) w. Shrimp Fried Rice;22,6;94
614;Brandade de Morue;23,4;94
615;Smoked Chub Fillet;25,6;94
616;Cuvaison, Chardonnay, Carneros, USA 1999;18,7;94
617;Coconut Shrimp Jumbo shrimp, battered and dipped in shredded coconut, fried golden brown and served with a Chinese pesto dipping sauce, pineapple chutney, yogurt cucumbers and steamed rice;18,1;95
618;Knudsen Erath 1995, Oregon;12,3;95
619;Shafer Stags Leap District 1994, Napa;12,7;95
620;Hot Fudge Sundae;12;95
621;Wraps: W2  Thai Chicken Chopped Lettuce, Shaved Carrots with a Lemongrass Dressing ...6.25;17,8;95
622;Cabernet Sauvignon, Seven Oaks, J. Lohr;16,1;95
623;Joes Deep Dish Apple Pie ;18,6;95
624;Sauternes;19,3;95
625;Great Western, Extra Dry;8,7;95
626;Chardonnay, Reserve St. Martin, 1999, (vin de pays doc);24,5;96
627;AMERICAN CHEESE;28;96
628;Kistler 1996, Sonoma;23,7;96
629;Zinfandel, Clos Du Bois;21,7;96
630;Chocolate Pecan Bar;19,5;96
631;Boston Cream Pie;20,8;96
632;ONION SOUP gratinee;15,9;97
633;Tuna Spring Roll;22,5;97
634;MENETOU SALON, CLOS BLANCHAIS, HENRY TELLE 96;18,4;97
635;Filet Mignon, grilled filet of beef tenderloin accompanied by a brandy, shiitake mushroom cream sauce, served with rosemary roasted new potatoes and fresh vegetables;24,3;97
636;Redeye Grill Hamburger - Monterey Jack cheese, shoestring potatoes, tomato, onion, and pickle;19;97
637;Beef w. Mixed Vegetables;17,9;97
638;Fegatini di Pollo chicken livers & crostini served hot in a clay pot;26;97
639;Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon;16,7;97
640;Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon;19,4;97
641;Clam Fritters. With Bacon...Roasted Red Pepper Sauce. Great with Chowder!;22,8;98
642;Steak Frites Italian Style (House Specialty) fresh porcini;26,7;98
643;Fried Chicken Wings (4) w. Beef Fried Rice;17,6;98
644;Country Mashed Potatoes, skin on;28,5;98
645;Open Grilled Cheese Sandwich with Tomato and Bacon;20,2;98
646;Stonestreet, Alexander Val. 1994, Napa;14,9;99
647;Shrimp Cocktail ;12,8;99
648;Haricots Verts frais;16,5;99
649;Sauvignon Blanc, Cakebread 97;17,8;99
650;Chianti Classico, Remole, Frescobaldi;11,7;99
651;LOBSTER RAVIOLI, shellfish jus;21,8;100
652;Oysters Legal. Baked with Spinach, Cheese & Crumbs;28,6;100
653;Cherries;15,2;100
654;Apple Fruit Spritzer - Apple juice, club soda & a twist of lime;20,5;100
655;GRILLED LARGE SHRIMP with vegetable risotto;20,8;100
656;Sanka;20,1;100
657;Pinot Grigio Kettemeir, 1996, Italy;25,3;100
658;Topi-Maki and Mixed Salad;29;100
659;Scallop w. Garlic Sauce;26,1;101
660;2004 SAUVIGNON Western Cape Sincerely Neil Ellis;20,1;101
661;Pinot Noir, Quail Hill Vineyard, Lynmar, 1999 (Sonoma);16,6;101
662;Roasted Chicken and Wild Greens;19,2;101
663;Avocado Stuffed with Crabmeat;22,7;101
664;OYSTERS:  Malpeque   ;29,5;101
665;Kung Po Baby Shrimp;18;101
666;Mixed Vegetable Chow Fun;26,9;101
667;Asian Chicken Salad  ;30,5;101
668;HERBED GARLIC AND GOAT CHEESE FETA BEIGNET ON FRESH ORGANIC FIELD GREENS TOSSED IN A GOLDEN APPLE VINAIGRETTE WITH BUTTERED CANDIED MACADAMIA NUTS;26,1;102
669;Pork w. Mixed Veg;29,8;102
670;DAVES PASTA vegetarian style with marinated tofu;28;102
671;Sauvignon Blanc Babich, 1997, New Zealand;24,5;102
672;Chenin Blanc, Pine Ridge, 1999 (Napa Valley);22,9;102
673;Champagne Cassis (Kir Royale) aperitif;19,1;102
674;Pacific Sea Bass Asian Style with angel hair pasta, clams, black bean sauce;24,2;102
675;Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth;27,5;102
676;Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable.;18,6;102
677;Delamain XO;28;103
678;Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan ;27,2;103
679;Pinot Grigio, J. Tiefenbrunner 1996 DOC (Trentino);19,2;103
680;Warm asparagus, vinaigrette;21,8;103
681;Dry Sauteed String Bean (meat);29,2;103
682;Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce;29,1;103
683;Dim Sum (6);27,8;103
684;Fume Blanc, Ferrari-Carano, 1999 (Sonoma);21;103
685;Dr. Pepper;27,8;103
686;Broccoli Rabe;28;104
687;Muskat, Haardt Burgergard Kabinett, Muller-Catoir, 1996 (Pfalz);28,3;104
688;Cappuccino;26,6;104
689;Mexicano - latte, chocolate sauce & whipped cream;18,8;104
690;Fried Smelts. Butterflied and Boneless;21,8;104
691;SOFT SHELL CRAB (in season);23,8;104
692;Smirnoff;26,5;104
693;Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen;27,6;105
694;Southwestern Chicken Salad:  Cajun Chicken, Corn Salad, Black Bean Salsa over Mixed Greens ... 5.95;30,4;105
695;Loup de Mer - with cockles and organic vegetables in its own broth;18,4;105
696;FETTUCINE AL FRESCO Bucheron goat cheese, fresh tomato & basil;17,3;105
697;SZECHUAN SPARE RIBS Chunks of spare ribs delicately sauteed in chefs special sauce w. broccoli;28,5;105
698;Diver Sea Scallops, sauteed vegetables & lentil salad;25,8;105
699;Fried Chicken Wings (4) w. Beef Fried Rice;22,2;105
700;Taro Spring Roll (2);34,1;105
701;Pork w. Broccoli;22,7;106
702;Pinot Noir Talus, 1995, California;25,3;106
703;Framboise;15,6;106
704;Shoestring Potatoes;14,2;106
705;Apples;17,2;106
706;wakame and cucumber salad with ume and shiso;15,5;106
707;Saint-Romaine, Sous le Chateau, V. Girardin, 1999. (Burgundy);20,4;106
708;Orange Spice Tea;19,7;107
709;Cabernet Sauvignon, Girard, 1996. (Napa Valley);28,7;107
710;Consomme, Cold;29,7;107
711;Pineapple Chicken;28,9;107
712;Chicken Rice Soup;19,2;107
713;Pinot Noir, Chalone, 1999. (Monterey);22,1;107
714;Barbueced Spare Ribs;27;107
715;Fettuccine Carbonara FETTUCCINE WITH BACON, CHEESE, ONIONS & EGG;16;107
716;Chicken Yaga Mein;10,1;108
717;Kunde 96 Chardonnay (Sonoma);19,8;108
718;Rib Tips w. Garlic Sauce;18,1;108
719;AMERICANO;11,1;108
720;Hot & Spicy Chicken;16,8;108
721;Cinzano Bianco Vermouth - on the rocks with a slice of lemon;12,7;108
722;Egg Rolls;8,5;108
723;STEAK TARTARE, THE CONVENTIONAL WAY OR LIGHTLY SEARED;9,4;109
724;French Fries;15,6;109
725;Chef Salad: Swiss and Cheddar Cheeses, Turkey Breast, Roast Beef, Ham, Lettuce, Choice of Dressing;12,6;109
726;Cappuccino*;17,1;109
727;Little Neck Clams;12,5;109
728;Shrimp w. Hot Spicy Szechuan Sauce;20,2;109
729;Apple Fruit Spritzer - Apple juice, club soda & a twist of lime;13;109
730;2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles);17,4;109
731;Sauvignon Blanc, Cakebread 97;12,3;109
732;Cheeseburger;13,8;110
733;A Snifter of Marc with biscotti;15;110
734;SPAGHETTI MEAT BALLS;21,3;110
735;Roast Pork Fried Rice;16,1;110
736;Six Smoked Fish Assortment;22,3;110
737;Poached Red Snapper in a Saffron Broth served with Baby Vegetables;24;110
738;Penne Al Pesto pine nuts, basil & parmigiano;14,6;110
739;Grgich Hills 1995 Napa;19;110
740;Merlot, Ecco Domani;23,1;110
741;Scallop w. Broccoli;18,3;111
742;Creme Soda;19,4;111
743;Bar-B-Q Spare Ribs;26,7;111
744;Assorted Fruit Topped Danish ...1.60;20,6;111
745;Gouden Carolus ;28,7;111
746;Coteaux du Languedoc, Prieure De St-Jean De Babian 1996 (Languedoc);24,8;111
747;Green Tea Ice Cream;24,8;112
748;Shrimp w. Broccoli in Garlic Sauce;22,9;112
749;Sweet & Sour Pork;26,8;112
750;Manhattan;20,1;112
751;Grilled Lamb Chops - mashed potato, haricot vert, and a garlic wine sauce;18;112
752;Caesar Salad with Cajun Shrimp. Fresh Romaine tossed with Ceasar Drissing, Croutons;22,7;112
753;Warm Goat Cheese and Grilled Vegetable Salad  ;33,8;112
754;Margherita Pizza - tomato, mozzarella & basil;28,5;112
755;Pinot Grigio, Campanile;32,4;112
756;Cabernet Sauvignon, Girard, 1996. (Napa Valley);22;113
757;LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE;16,1;113
758;ENDIVE SALAD WITH GRAPES, PEARS, WALNUTS AND CRUMBLED STILTON;30,5;113
759;Trancio Di Pesce Spado A La Livornese SAUTEED WITH ANCHOVIES, GREEN AND BLACK OLIVES, CAPERS, WHITE WINE & A TOUCH OF TOMATO SAUCE;18,8;113
760;Warm Goat Cheese and Grilled Vegetable Salad;22,1;113
761;660 Kracher #12 Trockenbeerenauslese 1995 Grand Cuvee;19,3;113
762;Hazelnut Italian Soda;23,7;113
763;Mesclun Salad*;16;113
764;Mixed Vegetable Egg Foo Young;16,6;113
765;CABERNET OF EGER 93, Lauder/Lang Vineyards;27,5;114
766;Soda (Can);20,1;114
767;The Redeye Platter - chefs selection of maki rolls and smoked fish;20,4;114
768;Steamed Broccoli...With or without Cheese;18,8;114
769;Veuve Cliquot, La Grande Dame, 1989;25,6;114
770;Lobster Lo Mein;25,2;114
771;Barolo, Sigillo dAbate Rsv, 1991;20,6;114
772;OYSTERS:  Malpeque   ;35,3;114
773;Sangiovese 1997, Showket (Napa);24,3;114
774;Snapple ... 1.50;17,4;115
775;Shafer Stags Leap District 1994, Napa;10,7;115
776;Taylor Fladgate 40 yr;15;115
777;Chocolate Raspberry Cake;16,6;115
778;Rigatoni with pancetta, chicken, tomato, and onion;11,4;115
779;Domaine Carneros, Brut, 1992, Napa;16,3;115
780;Croissant...1.25;16,5;116
781;Eggs Benedict;13,4;116
782;Baked Stuffed Shrimp. Baked with a buttery Crabmeat Stuffing...choice of one Side;19,7;116
783;STURGEON SCHNITZEL, OUR SPECIALTY, WITH CUCUMBER SALAD AND SAUCE REMOULADE;24,8;116
784;Mixed Green Salad- with Coach Farms triple creme goat cheese, toasted pumpkin seeds and apple cider vinegar;15,1;116
785;Shrimp & Chicken, Hunan Style Jumbo shrimp & chicken sauteed w. baby corn, straw mushrooms, red pepper & garden vegetable in Hunan style.;22,3;116
786;Canoe Ridge, Merlot, Columbia Valley, USA 1997;19,2;116
787;Puligny-Montrachet, Chanson 1995;29,6;117
788;Margherita Pizza;16,3;117
789;Main Courses with Soup (see specials page for todays soup selections), add $1.50;30,4;117
790;China Black Iced Tea;30,1;117
791;Riesling Kabinett, Johbrg Vogelsang, H.H. Eser/Johannishof, 1998 (Rheingau);18,5;117
792;Chocolate Mousse;28,6;117
793;Fortune Cookies;27,9;117
794;Jarvis 1994, Napa;27,4;117
795;Vouvray, Domaine Bourillon Dorleans, 1999. (Loire Valley);16,6;117
796;Pan fried john dory filets on Isreali cous cous with fresh organic black berries and champagne butter sauce.  Twenty Six;13,2;118
797;Caymus Special Select, 1994;14,2;118
798;SALADE NICOISE WITH FRESH TUNA AND PEELED JERSEY TOMATOES;13,9;118
799;Shrimp w. Mushrooms;14;118
800;Cabernet Sauvignon, River Oaks;16,3;118
801;Roll Mops;17,4;119
802;BEVERLYS LEMON CRUMB CAKE;11,2;119
803;Spice-Crusted Colorado Lamb Loin - with shank and manchego cheese gratin and pomegranate reduction;14,4;119
804;Marinated Black Fig Salad with Thyme & Parmesan;15;119
805;Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad;10,4;119
806;First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads;16,1;119
807;Mixed field greens in a sherry vinaigrette;33,1;120
808;Fried Chicken Wings (4) w. Beef Fried Rice;25,6;120
809;Oakford 1991/93, Napa;21,3;120
810;Manhattan;21,4;120
811;Fresh Fruit Cup;28,5;120
812;Steamed Brown Rice;26,4;120
813;Classic French Apple Tart, Vanilla Ice Cream;20,2;120
814;Bourgogne Blanc, Poncet 1994;25,4;120
815;Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan;26,7;120
816;Shrimp w. String Bean;19,3;121
817;Pancetta-Wrapped Baby Squid - with black rice cake, rosemary and saffron;24,6;121
818;Valpolicella, Quintarelli 1993;16;121
819;Duck Confit with crispy potatoes, wild  mushrooms and frisÃƒÂ©e salad;17,9;121
820;CONSOMME, HOT;14,1;121
821;Fried Wonton (12);24,4;121
822;HOT FUDGE NAPOLEON;15,8;122
823;Veal Marsala, portobellini & porcini mushrooms;22,3;122
824;Merlot 1999, Bogle (California);26,1;122
825;CHILLED BUTTERNUT SQUASH SOUP WITH DILL;25,1;122
826;Hot Sandwiches #24  Oven Baked Eggplant, Fresh Mozzarella Cheese, Basil Marinara Sauce & Arugula served on a Sourdough Hero ... 5.95;17,1;122
827;San Felipe Style Fish Tacos, fresh whitefish, Daves secret sauce, cabbage, pico de gallo, and white and yellow cheddar served in 2 soft corn tortillas and accompanied by guacamole, cilantro rice and pinto beans;26,5;122
828;PLUM TORTE;18,7;123
829;LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE;15,8;123
830;The Frogs Flight: Foxen Chenin Blanc, Logan Chardonnay, Danzante Pinot Grigio;11,6;123
831;Bronx: Gin, Dry & Sweet Vermouth, OJ & Bitters;16,9;123
832;Chargrilled Rack of Lamb with Fried Green Tomatoes;15;123
833;Calvados Busnel VSOP;8,7;123
834;ASSORTED ITALIAN SAUSAGES & POLENTA tomato & parmigiano gratine;15,7;123
835;Irish Cream Italian Soda;13,1;123
836;Specialty Sandwiches: #16  Roast Beef: Vermont Cheddar, Leaf Lettuce, Plum Tomato, No Fat Russian Dressing on French Baguette ... 6.25;20,8;124
837;Oranges;21,9;124
838;Steamed Mixed Vegetables w. Shrimp;26,4;124
839;ginger creme brulee;22,9;124
840;Chargrilled Burger with Roquefort Cheese & Shoestrings;18,3;124
841;Chicken Mulligatawny;27,2;124
842;Brunello Di Montalcino, Altesino 1993 DOCG (Tuscany);22,7;124
843;Grilled Chicken Salad;21,6;124
844;Cranberry Fruit Spritzer - Cranberry juice, club soda & a twist of lime;17,2;125
845;Veuve Clicquot, Yellow Label, Brut NV;10;125
846;Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip;10;125
847;GRAVLAX SALMON, DILL-MARINATED;8,5;125
848;Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy);10,4;126
849;Duck Egg with Tuna Bottarga;9,4;126
850;Cappucino;12,7;126
851;Roast Pork w. Snow Pea Pods;12,7;126
852;Cabernet Sauvignon, Girard, 1996. (Napa Valley);13;126
853;MARYLAND CRAB CAKE;15,1;126
