,ID,NAME,CREATION_DATE,CITY,STREET,EMAIL,PHONE_NUMBER,Opening,Closing
193,193,The Cleveland Bankers,2017-08-07 16:57:54,San Francisco,Burgoyne St,the_cleveland_bankers@yahoo.com,0496-641689,12:00,23:00
194,194,Ristorante Alfredo Alla Scrofa,2017-08-08 04:18:12,San Francisco,Mizpah St,ristorante_alfredo_alla_scrofa@aol.com,0495-327881,13:00,23:00
195,195,President Of Jamestown Exposition Company (H. St. George Tucker)  And Mrs. Tucker,2017-08-08 07:08:24,San Francisco,H St,president_of_jamestown_exposition_company_(h_st_george_tucker)__and_mrs_tucker@hotmail.com,0499-859220,08:00,12:00
196,196,Dinner Held By Pennsylvania Railroad,2017-08-09 13:04:14,New York,W 97th St,dinner_held_by_pennsylvania_railroad@mail.com,0495-654190,08:00,21:00
197,197,Hong Kong Restaurant,2017-08-09 19:03:20,San Francisco,21st St,hong_kong_restaurant@mail.com,0499-499869,12:00,20:00
198,198,Spengers Fish Grotto,2017-08-11 19:26:44,New York,W 163rd St,spengers_fish_grotto@yahoo.com,0498-676339,12:00,23:00
199,199,Purcell House,2017-08-12 17:39:08,San Francisco,Amador St,purcell_house@hotmail.com,0499-685520,13:00,23:00
200,200,Warrant Officers Of The U.S. North Atlantic Squadron,2017-08-13 20:18:58,New York,Chambers St,warrant_officers_of_the_us_north_atlantic_squadron@hotmail.com,0499-282218,08:00,21:00
201,201,State Department Special To The Pand American Congress At The City Of Mexico (Pullman Car Service),2017-08-14 15:26:13,San Francisco,Spofford St,state_department_special_to_the_pand_american_congress_at_the_city_of_mexico_(pullman_car_service)@inbox.com,0494-454774,12:00,23:00
202,202,Royal Hawaiian Hotel (Sheraton Hotels In Hawaii),2017-08-14 22:32:13,San Francisco,Gardenside Dr,royal_hawaiian_hotel_(sheraton_hotels_in_hawaii)@outlook.com,0498-522720,12:00,23:00
203,203,Brevoort House,2017-08-15 02:20:29,San Francisco,C St,brevoort_house@aol.com,0498-994926,08:00,21:00
204,204,Dante,2017-08-15 06:47:58,San Francisco,Knott Ct,dante@inbox.com,0498-723637,12:00,23:00
205,205,Le Pistou,2017-08-15 14:11:38,New York,E 56th St,le_pistou@inbox.com,0496-903236,08:00,12:00
206,206,London Welsh Lodge,2017-08-16 00:58:16,New York,W 14th St,london_welsh_lodge@mail.com,0494-083351,13:00,23:00
207,207,Agora,2017-08-17 00:41:44,New York,Harlem River Dr,agora@hotmail.com,0498-440239,08:00,21:00
208,208,Toyo Kisen Kaisha  Hong Kong Maru,2017-08-17 21:24:18,New York,W 174th St,toyo_kisen_kaisha__hong_kong_maru@hotmail.com,0497-231028,12:00,23:00
209,209,Brooklyn Daily Eagle Staff,2017-08-18 15:07:36,San Francisco,Drake St,brooklyn_daily_eagle_staff@mail.com,0495-413294,08:00,21:00
210,210,Society Of Medical Jurisprudence,2017-08-18 18:50:57,New York,Renwick St,society_of_medical_jurisprudence@outlook.com,0498-605486,12:00,23:00
211,211,Joseph Pulitzer,2017-08-19 05:54:33,New York,Marble Hill Ln,joseph_pulitzer@aol.com,0494-529945,13:00,23:00
212,212,(Fifth Avenue Hotel?},2017-08-19 09:47:49,New York,E 50th St,(fifth_avenue_hotel?}@yahoo.com,0495-366407,08:00,21:00
213,213,Oregon Railroad & Navigation Co.,2017-08-19 11:12:17,New York,Wall St,oregon_railroad_&_navigation_co@gmail.com,0498-625563,08:00,12:00
214,214,St. Martins Lodge No.2455,2017-08-21 18:32:52,San Francisco,Bret Harte Terrace,st_martins_lodge_no2455@mail.com,0495-278202,12:00,20:00
215,215,"U.S.M.S. Philadelphia, Third Class Menu.",2017-08-23 03:29:54,New York,W 34th St,"usms_philadelphia,_third_class_menu@aol.com",0496-732595,08:00,12:00
216,216,Hotel Pontchartrain,2017-08-27 02:45:26,New York,59th St Bridge,hotel_pontchartrain@hotmail.com,0499-317476,12:00,23:00
217,217,Cafe New York Restaurant,2017-08-27 09:47:17,New York,Colonel Robert Magaw Pl,cafe_new_york_restaurant@aol.com,0498-062323,13:00,23:00
218,218,The Lambs,2017-08-27 14:53:05,San Francisco,Himmelmann Pl,the_lambs@mail.com,0499-722010,08:00,21:00
219,219,J.J. Haggartys Mezzanine Tea Room,2017-08-29 16:07:19,New York,W 37th St,jj_haggartys_mezzanine_tea_room@gmail.com,0496-665065,12:00,23:00
220,220,Steamship Yucatan,2017-08-29 22:06:35,New York,W 220th St,steamship_yucatan@inbox.com,0495-294565,12:00,23:00
221,221,Hotel Ingleside Motel,2017-08-30 04:19:23,New York,Convent Ave,hotel_ingleside_motel@aol.com,0498-763590,08:00,21:00
222,222,Larrys Country Inn,2017-08-30 11:51:28,New York,W 155th St,larrys_country_inn@yahoo.com,0499-138846,08:00,12:00
223,223,Alumni Association Of Public School No.26,2017-08-30 23:45:02,New York,W 124th St,alumni_association_of_public_school_no26@outlook.com,0494-317597,12:00,23:00
224,224,R.M.S. Parthia,2017-08-31 06:42:18,San Francisco,Farragut Ave,rms_parthia@yahoo.com,0495-104482,08:00,21:00
225,225,Town And Country,2017-08-31 08:29:29,New York,E 81st St,town_and_country@mail.com,0496-293959,12:00,20:00
226,226,Waldorf Astoria Hotel,2017-09-01 06:20:10,San Francisco,Elm St,waldorf_astoria_hotel@hotmail.com,0494-718497,12:00,23:00
227,227,Congress Hotel Association,2017-09-01 08:59:14,New York,W 130th St,congress_hotel_association@yahoo.com,0494-531353,13:00,23:00
228,228,Harvard University,2017-09-01 17:04:19,New York,W 132nd St,harvard_university@mail.com,0499-663789,13:00,23:00
229,229,Deutsche Gesandtschaft,2017-09-02 10:04:44,New York,Gramercy Park N,deutsche_gesandtschaft@gmail.com,0494-127280,12:00,23:00
230,230,Incorporated Institute Of Accountants,2017-09-02 10:21:47,San Francisco,Amatury Loop - Golden Gate National Recreation Area,incorporated_institute_of_accountants@inbox.com,0497-335529,12:00,20:00
231,231,Town Hall,2017-09-02 17:42:19,San Francisco,Hiliritas Ave,town_hall@mail.com,0496-434000,12:00,20:00
232,232,Little China,2017-09-03 10:51:04,New York,Franklin St,little_china@hotmail.com,0494-853775,13:00,23:00
233,233,Great Northern,2017-09-03 21:35:53,New York,Legion Memorial Square,great_northern@inbox.com,0496-703539,12:00,23:00
234,234,Community Of Zurich,2017-09-04 03:02:14,New York,Dongan Pl,community_of_zurich@inbox.com,0499-332744,13:00,23:00
235,235,The Four Seasons Motor Hotel,2017-09-06 17:10:28,San Francisco,Commer Ct,the_four_seasons_motor_hotel@hotmail.com,0499-081563,12:00,23:00
236,236,German Savings Bank Of Brooklyn,2017-09-07 09:47:38,New York,E 9th St,german_savings_bank_of_brooklyn@hotmail.com,0497-307601,12:00,23:00
237,237,Henry Van Schaick,2017-09-09 11:46:03,San Francisco,Annie St,henry_van_schaick@yahoo.com,0498-028115,12:00,23:00
238,238,The Buffalo Orpheus,2017-09-10 00:18:42,New York,Joe Dimaggio Hwy,the_buffalo_orpheus@outlook.com,0496-736045,08:00,21:00
239,239,S. S. President Wilson,2017-09-10 12:35:09,New York,W 62nd St,s_s_president_wilson@gmail.com,0496-652083,13:00,23:00
240,240,The Pabst,2017-09-11 03:08:37,San Francisco,Moneta Way,the_pabst@yahoo.com,0497-859751,12:00,23:00
241,241,The Commodore Hotel,2017-09-11 21:56:34,San Francisco,Avery St,the_commodore_hotel@hotmail.com,0495-929663,08:00,12:00
242,242,Providence Art Club,2017-09-12 16:04:35,New York,W 82nd St,providence_art_club@mail.com,0498-391969,12:00,20:00
243,243,North Shore Country Club   Main Lounge,2017-09-14 03:06:22,San Francisco,Sawyer St,north_shore_country_club___main_lounge@inbox.com,0499-318356,12:00,20:00
244,244,S.S. Constitution,2017-09-15 13:33:47,San Francisco,Badger St,ss_constitution@aol.com,0496-569278,13:00,23:00
245,245,Veteran Corps Of Artillery Military Society Of The War Of 1812,2017-09-16 10:18:53,San Francisco,Loomis St,veteran_corps_of_artillery_military_society_of_the_war_of_1812@outlook.com,0495-562736,12:00,23:00
246,246,Barkers Restaurant and Lunch Room,2017-09-17 03:11:05,San Francisco,Yerba Buena Dr,barkers_restaurant_and_lunch_room@aol.com,0496-818071,08:00,21:00
247,247,Terminal Station Lunch Room,2017-09-17 10:06:42,San Francisco,Elizabeth St,terminal_station_lunch_room@yahoo.com,0499-023944,08:00,12:00
248,248,Casa Del Rey,2017-09-18 07:05:41,San Francisco,Castle Manor Ave,casa_del_rey@yahoo.com,0498-368447,08:00,12:00
249,249,King Umberto And Queen Margharita,2017-09-18 17:11:17,San Francisco,Point Lobos,king_umberto_and_queen_margharita@yahoo.com,0495-066886,12:00,23:00
250,250,Western Reserve University,2017-09-19 11:30:31,San Francisco,Annie St,western_reserve_university@mail.com,0498-266434,12:00,23:00
251,251,Graemere Hotel,2017-09-20 01:06:19,San Francisco,R St,graemere_hotel@mail.com,0494-021028,12:00,23:00
252,252,Greenhut-Siegel Cooper Co.,2017-09-20 23:51:11,New York,E 73rd St,greenhut-siegel_cooper_co@yahoo.com,0495-593848,12:00,23:00
253,253,The Brown Palace Hotel,2017-09-22 22:30:28,San Francisco,Belvedere St,the_brown_palace_hotel@yahoo.com,0499-345063,08:00,12:00
254,254,University Of Catania,2017-09-23 04:16:31,San Francisco,Rosenkranz St,university_of_catania@inbox.com,0494-463757,12:00,20:00
255,255,Toyo Kisen Kaisha  Hong Kong Maru,2017-09-25 15:42:11,San Francisco,Latona St,toyo_kisen_kaisha__hong_kong_maru@hotmail.com,0498-994404,12:00,23:00
256,256,North Carolina Society Of New York,2017-09-27 01:47:42,New York,2nd Pl,north_carolina_society_of_new_york@hotmail.com,0498-182365,12:00,20:00
257,257,"Testimonial Dinner, Little Hungary",2017-09-27 18:27:22,San Francisco,Montague Pl,"testimonial_dinner,_little_hungary@hotmail.com",0496-818288,08:00,12:00
258,258,San Souci   Beverly Wilshire Hotel,2017-09-28 17:21:46,San Francisco,Donahue St,san_souci___beverly_wilshire_hotel@mail.com,0499-679087,12:00,23:00
259,259,Chambre De Commerce Francaise De New York,2017-09-29 02:17:49,New York,W 176th St,chambre_de_commerce_francaise_de_new_york@outlook.com,0498-709834,12:00,23:00
260,260,Friends Of Mr. Arthur J. Okeeffe,2017-09-29 06:56:48,New York,Mangin St,friends_of_mr_arthur_j_okeeffe@aol.com,0494-112750,13:00,23:00
261,261,Salle Hotel,2017-09-30 16:39:08,San Francisco,Codman Pl,salle_hotel@gmail.com,0498-575430,12:00,23:00
262,262,The Red Onion,2017-10-01 10:01:24,New York,E 123rd St,the_red_onion@hotmail.com,0499-622718,08:00,21:00
263,263,Hotel Chittenden,2017-10-01 18:57:38,New York,Nathan D Perlman Pl,hotel_chittenden@outlook.com,0494-564699,12:00,23:00
264,264,Ritz-Carlton Hotel,2017-10-02 01:11:02,New York,Bond St,ritz-carlton_hotel@aol.com,0499-964876,08:00,21:00
265,265,W. Atlee Burpee,2017-10-03 11:11:46,San Francisco,Cashmere St,w_atlee_burpee@mail.com,0498-897226,13:00,23:00
266,266,College Of Pharmacy Of The City Of Ny,2017-10-08 09:06:30,San Francisco,Cornwall St,college_of_pharmacy_of_the_city_of_ny@yahoo.com,0497-902578,08:00,12:00
267,267,St. Georges Society Of New York,2017-10-14 20:37:58,San Francisco,E Rd - City College Of San Francisco,st_georges_society_of_new_york@outlook.com,0496-724561,08:00,12:00
268,268,Rods 1890s Ranch House,2017-10-15 20:34:31,San Francisco,Bayside Village Pl,rods_1890s_ranch_house@inbox.com,0499-121761,12:00,23:00
269,269,The Pilgrims,2017-10-19 10:00:05,San Francisco,De Boom St,the_pilgrims@mail.com,0495-716563,13:00,23:00
270,270,Val Bella,2017-10-19 21:18:16,New York,Beekman St,val_bella@gmail.com,0499-376327,13:00,23:00
271,271,Seventh Masonic District,2017-10-20 07:41:28,San Francisco,Fresnel Way,seventh_masonic_district@mail.com,0496-040228,12:00,23:00
272,272,Glen Falls Club,2017-10-21 02:36:31,New York,Robert F Wagner Sr Pl,glen_falls_club@inbox.com,0497-169737,13:00,23:00
273,273,Nipppon Yusen Kaisha   S.S. Kobe Maru,2017-10-21 20:50:02,San Francisco,Bowl Dr,nipppon_yusen_kaisha___ss_kobe_maru@aol.com,0495-365711,12:00,23:00
274,274,MetLife Building,2017-10-22 23:32:36,New York,E 132nd St,metlife_building@yahoo.com,0499-503020,08:00,21:00
275,275,Hamburg America Line,2017-10-23 07:36:10,San Francisco,Meadowbrook Dr,hamburg_america_line@outlook.com,0495-118669,12:00,23:00
276,276,Mr. J.P.Smith,2017-11-01 05:36:22,San Francisco,Crespi Dr,mr_jpsmith@gmail.com,0497-644507,08:00,12:00
277,277,Royal Pavillion Hotel,2017-11-04 20:46:13,New York,Short Ave,royal_pavillion_hotel@mail.com,0499-920840,13:00,23:00
278,278,Hotel Statler,2017-11-05 05:15:21,San Francisco,El Polin Loop - Golden Gate National Recreation Area,hotel_statler@mail.com,0494-441699,12:00,20:00
279,279,Blanchs,2017-11-09 02:46:45,New York,Vesey Pl,blanchs@mail.com,0497-871572,12:00,23:00
280,280,Taillevent,2017-11-14 18:12:07,New York,W 123rd St,taillevent@outlook.com,0495-037238,12:00,23:00
281,281,Washington Association Of Bowdoin Alumni,2017-11-14 23:54:45,New York,Hanover Square,washington_association_of_bowdoin_alumni@mail.com,0496-364859,13:00,23:00
282,282,"Personal Friends, Business Associates, And Citizens",2017-11-16 17:32:25,New York,Avenue D,"personal_friends,_business_associates,_and_citizens@aol.com",0497-141419,12:00,23:00
283,283,Associates Of The Interborough Rapid Transit Co.,2017-11-16 23:18:59,New York,W 165th St,associates_of_the_interborough_rapid_transit_co@yahoo.com,0496-498427,13:00,23:00
284,284,Haans,2017-11-17 08:37:58,New York,Roosevelt Island Bridge,haans@inbox.com,0495-368488,12:00,23:00
285,285,Santa Fe Route Dining Car Service,2017-11-17 16:19:36,New York,E 15th St,santa_fe_route_dining_car_service@gmail.com,0494-055669,12:00,23:00
286,286,Restaurant Cafe Winkler,2017-11-17 22:19:33,New York,Gustave L. Levy Pl,restaurant_cafe_winkler@gmail.com,0494-530143,13:00,23:00
287,287,U.S.Atlantic Fleet Crews,2017-11-22 23:37:32,New York,Marketfield St,usatlantic_fleet_crews@gmail.com,0497-061282,12:00,23:00
288,288,The Greenbrier,2017-11-29 04:27:01,New York,Sullivan St,the_greenbrier@inbox.com,0494-429919,08:00,21:00
289,289,Nippon Yusen Kaisha  S.S.Nasuga,2017-11-29 16:25:53,San Francisco,Alana Way,nippon_yusen_kaisha__ssnasuga@outlook.com,0498-943233,08:00,12:00
290,290,The Patriarchs,2017-11-30 05:43:39,San Francisco,Rockridge Dr,the_patriarchs@hotmail.com,0497-353483,08:00,12:00
291,291,H.D. Bristols Oyster & Chop House,2017-12-01 05:56:09,New York,Rockefeller Plaza,hd_bristols_oyster_&_chop_house@outlook.com,0496-661932,12:00,23:00
292,292,Chamber Of Commerce (New York City?),2017-12-04 00:13:20,San Francisco,Toyon Ln,chamber_of_commerce_(new_york_city?)@outlook.com,0499-298797,08:00,12:00
293,293,"Russell House,The",2017-12-06 17:21:27,San Francisco,Flournoy St,"russell_house,the@aol.com",0496-624597,12:00,23:00
294,294,American Spool Cotton Manufacturers Association,2017-12-06 20:14:26,San Francisco,Bird St,american_spool_cotton_manufacturers_association@hotmail.com,0497-515464,12:00,23:00
295,295,Liptons Restaurant,2017-12-08 11:00:50,San Francisco,Fresnel Way,liptons_restaurant@mail.com,0499-421579,12:00,23:00
296,296,Poodle Duck Club,2017-12-11 05:50:52,San Francisco,Augusta St,poodle_duck_club@gmail.com,0497-687415,08:00,21:00
297,297,Club 31,2017-12-11 21:56:46,San Francisco,Flournoy St,club_31@inbox.com,0499-540935,12:00,23:00
298,298,Grand Union Hotel,2017-12-12 07:40:01,San Francisco,San Marcos Ave,grand_union_hotel@inbox.com,0494-309588,12:00,23:00
299,299,Simpson Timber,2017-12-13 22:23:04,New York,Clarkson St,simpson_timber@aol.com,0497-506171,12:00,23:00
300,300,Dr. H. G. Sherman,2017-12-15 01:35:31,San Francisco,Tucker Ave,dr_h_g_sherman@hotmail.com,0496-897141,12:00,23:00
301,301,Celtic Club,2017-12-15 12:08:15,San Francisco,Battery Blaney Rd - Golden Gate National Recreation Area,celtic_club@yahoo.com,0498-001127,08:00,21:00
302,302,Deal Golf and Country Club,2017-12-15 20:08:31,San Francisco,Bertha Ln,deal_golf_and_country_club@mail.com,0494-785698,08:00,12:00
303,303,Hotel Grenoble,2017-12-16 22:02:59,New York,Centre Market Pl,hotel_grenoble@gmail.com,0497-826678,13:00,23:00
304,304,The Terrace Restaurant,2017-12-17 19:30:46,San Francisco,Central Ave,the_terrace_restaurant@mail.com,0496-597067,13:00,23:00
305,305,Union Pacific,2017-12-22 11:44:47,San Francisco,Emery Ln,union_pacific@aol.com,0498-294684,08:00,12:00
306,306,The Florida Brewing Co.,2017-12-27 11:42:35,New York,South End Ave,the_florida_brewing_co@outlook.com,0496-784129,12:00,23:00
307,307,Dr. H. G. Sherman,2017-12-28 05:42:28,New York,Queens Midtown Tunnel,dr_h_g_sherman@inbox.com,0497-068717,12:00,20:00
308,308,South Shore Country Club,2017-12-28 07:26:00,New York,E 88th St,south_shore_country_club@yahoo.com,0498-612246,08:00,21:00
309,309,Ideal Dining And Lunch Room,2017-12-28 12:42:33,New York,W 154th St,ideal_dining_and_lunch_room@outlook.com,0497-457228,12:00,23:00
310,310,Jewelers League Of New York,2018-01-01 18:29:46,San Francisco,Bemis St,jewelers_league_of_new_york@aol.com,0498-186979,08:00,12:00
311,311,West Side Club,2018-01-11 22:36:15,New York,Reade St,west_side_club@inbox.com,0495-442023,08:00,21:00
312,312,Hotel De Paris,2018-01-14 04:11:58,New York,W 31st St,hotel_de_paris@outlook.com,0496-813960,13:00,23:00
313,313,Clinton B. Fisk Prohibition Club,2018-01-18 02:59:14,New York,E 113th St,clinton_b_fisk_prohibition_club@inbox.com,0499-321497,12:00,20:00
314,314,Willards Hotel,2018-01-23 11:23:49,San Francisco,Beale St,willards_hotel@inbox.com,0499-396148,12:00,23:00
315,315,Safari Hotel,2018-01-27 08:00:14,New York,Penn Plaza,safari_hotel@mail.com,0494-511657,12:00,23:00
316,316,Memorial Apts.,2018-02-01 08:00:42,New York,W 181st St,memorial_apts@hotmail.com,0496-568502,08:00,21:00
317,317,Mills Hotel,2018-02-02 07:28:50,San Francisco,Leona Terrace,mills_hotel@gmail.com,0496-313456,12:00,23:00
318,318,Stauchs Resturant,2018-02-02 09:37:42,San Francisco,Ecker St,stauchs_resturant@aol.com,0494-551799,08:00,12:00
319,319,Penn Stroud Hotel,2018-02-07 03:44:57,San Francisco,Freelon St,penn_stroud_hotel@mail.com,0498-638390,08:00,21:00
320,320,Ernest Marples Cellars,2018-02-08 14:41:59,San Francisco,Dwight St,ernest_marples_cellars@hotmail.com,0497-895115,13:00,23:00
321,321,Hotel De La Tremoille,2018-02-09 10:16:56,San Francisco,Laurel St,hotel_de_la_tremoille@aol.com,0496-792550,12:00,23:00
322,322,Chocorua Inn,2018-02-10 09:39:44,New York,W 181st St,chocorua_inn@hotmail.com,0495-270358,12:00,23:00
323,323,Regal,2018-02-23 01:07:40,San Francisco,Crook St - Golden Gate National Recreation Area,regal@aol.com,0499-711644,08:00,21:00
324,324,Cafe Mellone,2018-02-25 08:12:16,New York,E 101st St,cafe_mellone@mail.com,0499-140440,13:00,23:00
325,325,Hotel Lexington,2018-03-01 07:28:24,San Francisco,Edinburgh St,hotel_lexington@hotmail.com,0497-521831,12:00,23:00
326,326,Patricia Murphys Candlelight Restaurants,2018-03-02 02:05:50,New York,Spruce St,patricia_murphys_candlelight_restaurants@gmail.com,0496-780723,12:00,23:00
327,327,Victorian,2018-03-03 11:37:31,New York,Oliver St,victorian@mail.com,0497-916301,08:00,12:00
328,328,Explorers Club   Arctic Club,2018-03-03 23:33:16,San Francisco,Emmet Ct,explorers_club___arctic_club@yahoo.com,0498-853282,12:00,23:00
329,329,S.S. American Merchant,2018-03-05 10:58:54,New York,Washington Square S,ss_american_merchant@aol.com,0497-524026,13:00,23:00
330,330,Oneco Hotel,2018-03-07 05:11:23,New York,River Rd,oneco_hotel@outlook.com,0495-918349,13:00,23:00
331,331,Ex Libris,2018-03-07 14:57:00,New York,W 154th St,ex_libris@mail.com,0495-086547,12:00,23:00
332,332,C.F. Wetzel,2018-03-07 23:56:28,San Francisco,Lake Merced Hill S St,cf_wetzel@hotmail.com,0498-319369,12:00,23:00
333,333,Italian American Citizens Of The Sixth Assembly District,2018-03-08 08:04:24,New York,W 157th St,italian_american_citizens_of_the_sixth_assembly_district@inbox.com,0495-281724,08:00,12:00
334,334,Hotel Royal Palm,2018-03-16 21:02:50,New York,E 25th St,hotel_royal_palm@hotmail.com,0499-165371,13:00,23:00
335,335,Little China,2018-03-18 04:50:23,New York,W 125th St,little_china@outlook.com,0494-435750,08:00,21:00
336,336,S.S. Nieuw Amsterdam,2018-03-18 11:59:23,San Francisco,Church St,ss_nieuw_amsterdam@yahoo.com,0496-586379,12:00,20:00
337,337,Southern Railway,2018-03-23 08:41:15,San Francisco,Leona Terrace,southern_railway@hotmail.com,0496-657871,12:00,23:00
338,338,Lucullus Club,2018-03-28 15:16:24,San Francisco,Pond St,lucullus_club@inbox.com,0496-986245,12:00,23:00
339,339,Restaurant Le Bourgogne,2018-03-29 19:33:16,New York,F D R Drive Service Rd E,restaurant_le_bourgogne@yahoo.com,0499-815162,08:00,12:00
340,340,18th Club,2018-04-07 05:21:08,San Francisco,Quintara St,18th_club@outlook.com,0494-267745,12:00,23:00
341,341,Deutsche Liederkranz,2018-04-08 23:30:43,New York,Craig Rd N,deutsche_liederkranz@mail.com,0497-036924,13:00,23:00
342,342,Frankfurter Hof,2018-04-09 08:11:17,New York,Church St,frankfurter_hof@mail.com,0498-869493,13:00,23:00
343,343,Battle Creek Sanitarium,2018-04-12 00:38:14,San Francisco,San Felipe Ave,battle_creek_sanitarium@yahoo.com,0495-457335,08:00,21:00
344,344,Bangkok Cuisine,2018-04-12 06:15:13,San Francisco,Reuel Ct,bangkok_cuisine@hotmail.com,0497-983256,13:00,23:00
345,345,All Souls Church,2018-04-13 00:55:50,San Francisco,Ingerson Ave,all_souls_church@aol.com,0495-822731,08:00,12:00
346,346,Mandels Tea Rooms,2018-04-26 17:31:44,San Francisco,Jefferson St,mandels_tea_rooms@aol.com,0496-621540,08:00,12:00
347,347,Paquebot Ile De France,2018-04-26 17:32:35,New York,2nd St (See E 2nd St below),paquebot_ile_de_france@gmail.com,0495-042205,13:00,23:00
348,348,Kemms Cafe and Restaurant,2018-05-15 04:06:23,New York,Washington Square W,kemms_cafe_and_restaurant@inbox.com,0495-953773,08:00,21:00
349,349,Haverford Association Of New York,2018-05-17 09:52:07,New York,E 36th St,haverford_association_of_new_york@hotmail.com,0494-267012,12:00,23:00
350,350,Hotel Colorado,2018-05-21 04:03:15,San Francisco,Dore St,hotel_colorado@outlook.com,0499-224770,13:00,23:00
351,351,King Frederik Viii,2018-05-24 17:52:44,New York,Coenties Alley,king_frederik_viii@outlook.com,0499-382549,08:00,12:00
352,352,The Red Star Inn,2018-06-10 19:54:19,San Francisco,Redfield Alley,the_red_star_inn@mail.com,0495-359995,13:00,23:00
353,353,Sheraton Blackstone Chicago,2018-06-10 19:58:40,San Francisco,Tenny Pl,sheraton_blackstone_chicago@inbox.com,0497-637785,12:00,23:00
354,354,Orpheus Masquerade,2018-06-11 19:41:01,San Francisco,Bush St,orpheus_masquerade@hotmail.com,0499-888462,12:00,23:00
355,355,Girard College,2018-06-13 22:49:15,New York,E 4th St,girard_college@gmail.com,0495-994770,08:00,21:00
356,356,Society Of Colonial Wars In State Of New Jersey,2018-06-15 07:26:01,San Francisco,Avenue C,society_of_colonial_wars_in_state_of_new_jersey@inbox.com,0499-532891,12:00,23:00
357,357,Police Department Of The City Of New York,2018-06-18 08:52:29,San Francisco,Joost Ave,police_department_of_the_city_of_new_york@hotmail.com,0496-870962,12:00,20:00
358,358,Manhattan Casino,2018-06-20 15:39:47,San Francisco,Clipper St,manhattan_casino@gmail.com,0499-743514,08:00,12:00
359,359,The Ballroom Of The Hotel Plaza,2018-07-01 14:30:33,San Francisco,Sansome St,the_ballroom_of_the_hotel_plaza@yahoo.com,0494-478153,12:00,23:00
360,360,The Lawrence,2018-07-05 17:25:35,San Francisco,7th Ave,the_lawrence@inbox.com,0495-175387,08:00,12:00
361,361,Hofbrau Haus,2018-07-06 00:27:43,San Francisco,Mason Ct,hofbrau_haus@mail.com,0497-964074,13:00,23:00
362,362,Missouri Society,2018-07-11 12:54:35,New York,Queensboro Bridge,missouri_society@hotmail.com,0496-413740,13:00,23:00
363,363,Grunewald Hotel,2018-07-18 21:01:30,New York,Leroy St,grunewald_hotel@outlook.com,0496-985254,12:00,20:00
364,364,Mrs. H. Mc K. Twombley,2018-07-20 06:11:51,San Francisco,Bliss St - Golden Gate National Recreation Area,mrs_h_mc_k_twombley@hotmail.com,0498-406807,13:00,23:00
365,365,Frederik Viii,2018-07-25 06:16:19,San Francisco,Calgary St,frederik_viii@hotmail.com,0498-505329,12:00,23:00
366,366,Hotel Westminster,2018-07-26 08:40:28,San Francisco,Belle Ave,hotel_westminster@hotmail.com,0499-910156,08:00,12:00
367,367,Restaurant name and/or location not given],2018-07-27 17:38:24,San Francisco,Cargo Way,restaurant_name_and/or_location_not_given]@yahoo.com,0496-324507,08:00,12:00
368,368,Mountain Park Hotel,2018-07-31 22:31:11,San Francisco,Sola Ave,mountain_park_hotel@aol.com,0495-322017,13:00,23:00
369,369,Club Venus,2018-08-05 19:51:31,San Francisco,Chenery St,club_venus@gmail.com,0499-058417,08:00,21:00
370,370,Louisville & Nashville Railroaad   The Pullman Co.,2018-08-10 00:34:06,San Francisco,Auburn St,louisville_&_nashville_railroaad___the_pullman_co@mail.com,0497-666392,08:00,21:00
371,371,Hochst,2018-08-13 04:14:43,San Francisco,Ruger St - Golden Gate National Recreation Area,hochst@outlook.com,0496-521794,13:00,23:00
372,372,The Thirteen Club,2018-08-17 16:39:00,San Francisco,Clearview Ct,the_thirteen_club@hotmail.com,0498-363167,08:00,12:00
373,373,Friends Of Mr. Charles A. Brunn,2018-08-18 04:18:22,San Francisco,Ocean Ave,friends_of_mr_charles_a_brunn@mail.com,0495-857428,12:00,23:00
374,374,American Chamber Of Commerce Of Paris Commission For The Exposiion Of 1900,2018-08-22 09:43:49,San Francisco,Taber Alley,american_chamber_of_commerce_of_paris_commission_for_the_exposiion_of_1900@aol.com,0495-912144,13:00,23:00
375,375,Terrace Garden,2018-08-25 09:04:54,San Francisco,Mountain Spring Ave,terrace_garden@gmail.com,0498-024279,08:00,12:00
376,376,Hotel Eugenia Victoria,2018-09-03 18:52:43,New York,Main St,hotel_eugenia_victoria@mail.com,0499-238506,13:00,23:00
377,377,Chews Cafe,2018-09-05 16:47:46,New York,Chatham Square,chews_cafe@mail.com,0499-718466,08:00,21:00
378,378,Petrossian Restaurant,2018-09-11 12:21:48,New York,Union Square E,petrossian_restaurant@outlook.com,0497-167234,13:00,23:00
379,379,Keystone Restaurant,2018-09-21 17:50:10,San Francisco,Mansell St,keystone_restaurant@hotmail.com,0495-243095,13:00,23:00
380,380,Mayor And Citizens Of Chicago,2018-09-25 23:03:41,San Francisco,Buckingham Way,mayor_and_citizens_of_chicago@mail.com,0497-436195,08:00,12:00
381,381,Tsuruya,2018-09-28 02:06:46,New York,Minetta St,tsuruya@inbox.com,0499-748143,12:00,20:00
382,382,S.M.S.Vineta,2018-09-29 23:22:47,San Francisco,Dale Pl,smsvineta@inbox.com,0495-142934,13:00,23:00
